G48	G49	0.9957787991
G37	G72	0.9916657805
G97	G43	0.9900290370
G54	G86	0.9894178510
G42	G49	0.9888374805
G1	G7	0.9885181785
G41	G60	0.9863124490
G12	G64	0.9847686291
G21	G98	0.9823311567
G23	G80	0.9805147648
G69	G7	0.9788848162
G92	G50	0.9788134098
G29	G100	0.9750179648
G6	G30	0.9749971032
G21	G18	0.9743663073
G6	G83	0.9741799235
G21	G71	0.9690273404
G97	G44	0.9662621617
G6	G88	0.9616035223
G9	G38	0.9563181996
G53	G33	0.9544275403
G11	G1	0.9510725141
G54	G100	0.9483159781
G11	G38	0.9412667751
G29	G32	0.9401725531
G6	G37	0.9389206171
G22	G80	0.9353487492
G41	G61	0.9277249575
G41	G40	0.9249423146
G29	G87	0.9245993495
G6	G33	0.9193609953
G21	G90	0.9181206822
G22	G5	0.9176594019
G6	G32	0.9140222073
G21	G38	0.9035657048
G65	G16	0.8970364928
G4	G83	0.8953369260
G54	G87	0.8893681169
G21	G48	0.8874378204
G1	G89	0.8857008219
G11	G90	0.8836920857
G54	G85	0.8778023124
G21	G2	0.8718114495
G11	G48	0.8693792224
G53	G50	0.8590378165
G1	G8	0.8570091724
G23	G82	0.8450015783
G6	G24	0.8400873542
G9	G14	0.8391914368
G53	G37	0.8235375881
G9	G48	0.8169930577
G29	G37	0.7921491265
G54	G78	0.7857956886
G29	G30	0.7826782465
G96	G18	0.7823815346
G92	G18	0.7806236148
G40	G59	0.7801150680
G54	G94	0.7779902220
G63	G89	0.7632024884
G1	G5	0.7533782721
G1	G6	0.7520906925
G11	G40	0.7505841255
G62	G41	0.7322131991
G18	G1	0.7318865061
G9	G90	0.7261824012
G26	G24	0.7240430713
G54	G35	0.7187013030
G58	G41	0.7138298154
G6	G40	0.7107983232
G26	G27	0.7018756866
G18	G4	0.6969258785
G44	G81	0.6923643351
G12	G24	0.6872610450
G65	G41	0.6784317493
G48	G84	0.6720257998
G53	G24	0.6693798304
G79	G26	0.6652092934
G49	G50	0.6628631353
G54	G93	0.6606413126
G99	G43	0.6586952806
G87	G52	0.6523187160
G29	G33	0.6516833901
G21	G62	0.6402942538
G32	G26	0.6338371634
G1	G83	0.6331645250
G86	G36	0.6321288347
G37	G12	0.6315687299
G6	G93	0.6258502603
G41	G4	0.6117680073
G1	G19	0.6081671119
G82	G53	0.6033878326
G56	G86	0.5820270181
G65	G45	0.5712120533
G98	G10	0.5641747117
G40	G61	0.5632194877
G21	G77	0.5561947823
G11	G35	0.5557180047
G91	G18	0.5539610386
G80	G81	0.5534764528
G58	G35	0.5529044271
G26	G18	0.5492001176
G3	G31	0.5481141806
G40	G6	0.5475094318
G48	G68	0.5426338315
G41	G78	0.5408681035
G42	G54	0.5373985767
G60	G41	0.5359160900
G54	G88	0.5224052668
G48	G31	0.5224040151
G63	G6	0.5192330480
G94	G76	0.5186586976
G67	G27	0.5151079893
G38	G6	0.5131091475
G9	G40	0.5060575008
G44	G45	0.5057964325
G47	G61	0.5047367215
G91	G76	0.5045458078
G11	G4	0.5034387708
G49	G9	0.5014716387
G97	G76	0.4908228517
G72	G66	0.4897268713
G67	G23	0.4857238233
G44	G75	0.4844958186
G96	G89	0.4804818630
G83	G53	0.4736022055
G40	G62	0.4734377265
G55	G56	0.4727084339
G41	G59	0.4711739719
G21	G82	0.4705705941
G66	G15	0.4684924185
G75	G27	0.4655138552
G39	G40	0.4627596140
G72	G68	0.4625530243
G11	G58	0.4607935250
G2	G10	0.4605625868
G11	G83	0.4576225877
G21	G75	0.4573723078
G90	G89	0.4548764527
G97	G96	0.4517221153
G3	G83	0.4484287500
G5	G46	0.4471627176
G76	G15	0.4460454285
G24	G62	0.4446181655
G31	G100	0.4445680678
G64	G67	0.4438561499
G85	G20	0.4427796900
G9	G4	0.4383388460
G27	G3	0.4377640486
G33	G36	0.4352910221
G11	G88	0.4303102493
G43	G66	0.4302201867
G47	G25	0.4296212196
G23	G71	0.4277014136
G32	G27	0.4274129868
G69	G45	0.4272984266
G60	G28	0.4272426069
G98	G7	0.4266198277
G33	G100	0.4263449609
G93	G27	0.4243995547
G37	G36	0.4237565696
G96	G9	0.4233404994
G8	G76	0.4223445058
G70	G45	0.4195418358
G50	G61	0.4185321927
G100	G96	0.4158973992
G45	G49	0.4133444130
G41	G93	0.4113434553
G34	G61	0.4111166894
G19	G5	0.4084469080
G86	G15	0.4081621766
G6	G1	0.4065667093
G3	G52	0.4033174217
G27	G98	0.4028725326
G39	G72	0.4015825391
G41	G94	0.3983355165
G55	G91	0.3970913887
G96	G10	0.3970757425
G79	G27	0.3951718211
G54	G49	0.3913432956
G100	G13	0.3912345171
G93	G58	0.3901953399
G99	G44	0.3895532191
G14	G70	0.3893215656
G6	G78	0.3883277476
G20	G62	0.3855888247
G49	G11	0.3855683208
G14	G13	0.3853926361
G7	G77	0.3840843141
G20	G80	0.3830931783
G99	G7	0.3784390688
G30	G14	0.3756975532
G79	G57	0.3748660982
G91	G75	0.3703368008
G51	G92	0.3703228533
G70	G86	0.3699679673
G56	G24	0.3697809279
G29	G24	0.3693747222
G25	G70	0.3690584600
G67	G21	0.3683432639
G54	G95	0.3635453284
G95	G96	0.3635064065
G32	G73	0.3628876507
G8	G30	0.3619811833
G33	G62	0.3612630665
G31	G62	0.3596854210
G61	G49	0.3596234620
G21	G40	0.3593069911
G73	G4	0.3577255309
G37	G62	0.3577194810
G60	G87	0.3566736877
G57	G28	0.3565118611
G89	G31	0.3559809923
G53	G25	0.3550987840
G9	G64	0.3535758853
G15	G70	0.3530917466
G8	G83	0.3523305058
G73	G27	0.3517884016
G41	G1	0.3507054448
G34	G14	0.3477973044
G76	G39	0.3472549915
G6	G64	0.3471299112
G9	G13	0.3460846543
G63	G41	0.3428204358
G55	G11	0.3416807950
G8	G63	0.3416570425
G26	G62	0.3402659595
G11	G66	0.3385066092
G43	G59	0.3384705186
G6	G94	0.3377657533
G63	G8	0.3375783861
G3	G73	0.3374456167
G42	G72	0.3370053768
G57	G20	0.3368208408
G32	G59	0.3362260461
G75	G39	0.3360610902
G59	G100	0.3358671367
G2	G5	0.3357255161
G38	G36	0.3345952332
G34	G72	0.3340612948
G43	G23	0.3336001039
G8	G10	0.3332682252
G40	G36	0.3315266967
G20	G26	0.3310504854
G26	G20	0.3307769597
G64	G41	0.3303243518
G17	G83	0.3299382031
G28	G45	0.3291041851
G71	G7	0.3281409740
G52	G39	0.3271511197
G6	G35	0.3258513808
G59	G54	0.3247650862
G40	G12	0.3241387308
G85	G36	0.3225657046
G30	G66	0.3215805590
G50	G49	0.3215341568
G31	G14	0.3206610680
G28	G89	0.3185531199
G87	G89	0.3176612556
G85	G55	0.3176381886
G15	G4	0.3173028231
G27	G71	0.3171080947
G57	G98	0.3165803254
G20	G82	0.3164789081
G97	G18	0.3153305650
G56	G94	0.3131078780
G89	G18	0.3109873533
G27	G90	0.3101454079
G61	G88	0.3085282445
G86	G49	0.3085104525
G57	G62	0.3069432676
G69	G15	0.3059969544
G59	G86	0.3051249385
G25	G82	0.3044360578
G26	G2	0.3014884889
G8	G48	0.3011700213
G46	G61	0.3010872304
G3	G10	0.3006417453
G41	G22	0.2987346649
G3	G44	0.2986971438
G98	G13	0.2981204987
G41	G3	0.2980990708
G55	G84	0.2980418205
G27	G14	0.2978874743
G49	G91	0.2967929840
G18	G2	0.2966016531
G42	G22	0.2960610986
G48	G52	0.2960028052
G46	G56	0.2955974042
G56	G85	0.2951849997
G18	G75	0.2944661975
G43	G4	0.2938865423
G91	G27	0.2931863070
G36	G10	0.2927552164
G100	G76	0.2927454412
G58	G33	0.2927303612
G70	G21	0.2905393243
G90	G29	0.2894988060
G43	G75	0.2891954482
G83	G34	0.2890597284
G48	G15	0.2888784409
G38	G54	0.2885001600
G15	G37	0.2881776392
G51	G9	0.2875322104
G81	G52	0.2874765098
G90	G20	0.2868713439
G55	G9	0.2867944241
G26	G75	0.2862439454
G53	G64	0.2852636874
G99	G52	0.2850003839
G27	G48	0.2845337689
G5	G51	0.2836837769
G62	G16	0.2834242880
G31	G72	0.2830569744
G58	G55	0.2827203274
G36	G30	0.2817271054
G23	G2	0.2815279365
G44	G84	0.2809476256
G24	G5	0.2806254923
G51	G35	0.2798369825
G58	G18	0.2793029547
G98	G74	0.2786959410
G21	G8	0.2783507407
G58	G20	0.2781737447
G20	G83	0.2778042257
G2	G43	0.2775177062
G55	G50	0.2770445645
G18	G98	0.2764720321
G35	G60	0.2762799263
G55	G74	0.2755374014
G38	G61	0.2749986351
G17	G5	0.2749550045
G93	G52	0.2746578157
G58	G50	0.2744671702
G87	G55	0.2744573057
G47	G60	0.2742147744
G71	G40	0.2728462219
G12	G30	0.2720761895
G92	G89	0.2719331086
G31	G24	0.2698135376
G4	G5	0.2688497603
G47	G33	0.2676011622
G37	G51	0.2673806846
G16	G34	0.2667533755
G29	G14	0.2664742172
G17	G8	0.2664711177
G30	G76	0.2662888765
G16	G5	0.2662866414
G15	G48	0.2656632364
G67	G16	0.2653695643
G51	G85	0.2652291358
G9	G15	0.2648156881
G31	G6	0.2645998597
G25	G80	0.2640540600
G76	G26	0.2634832263
G72	G26	0.2631188631
G42	G93	0.2630549371
G91	G54	0.2627828717
G23	G100	0.2614422441
G7	G13	0.2612702250
G30	G100	0.2612536252
G25	G62	0.2604196072
G5	G25	0.2603235841
G79	G11	0.2602632046
G27	G2	0.2591422796
G63	G67	0.2591100931
G10	G38	0.2583416402
G87	G46	0.2578476667
G42	G52	0.2575560808
G10	G34	0.2574447691
G14	G90	0.2574386895
G3	G93	0.2557702959
G10	G63	0.2553568780
G61	G47	0.2545229793
G8	G88	0.2543205619
G2	G55	0.2537393272
G14	G48	0.2536912560
G34	G73	0.2525128424
G6	G9	0.2515883744
G17	G82	0.2513703704
G84	G36	0.2507007718
G91	G87	0.2506821752
G12	G37	0.2505641282
G96	G62	0.2505206466
G92	G9	0.2503173053
G59	G85	0.2498527467
G31	G91	0.2497427464
G70	G16	0.2497139275
G32	G62	0.2494470477
G46	G9	0.2487422973
G56	G43	0.2480570823
G70	G27	0.2477627099
G82	G15	0.2474629581
G29	G61	0.2474002987
G17	G80	0.2470414937
G92	G75	0.2467467487
G24	G37	0.2462695241
G1	G55	0.2452736497
G18	G71	0.2450477481
G12	G48	0.2441526949
G28	G100	0.2437587380
G66	G54	0.2436173260
G92	G5	0.2431876510
G49	G47	0.2428318858
G91	G34	0.2425696254
G39	G45	0.2424830198
G51	G45	0.2419288158
G18	G82	0.2419270575
G39	G13	0.2415685505
G14	G64	0.2408757508
G56	G61	0.2405862361
G10	G12	0.2399109453
G74	G7	0.2398814708
G71	G15	0.2398447394
G12	G4	0.2396761030
G59	G87	0.2389438152
G21	G49	0.2387352884
G2	G44	0.2387163788
G55	G72	0.2385521531
G95	G76	0.2385209501
G17	G93	0.2383966595
G15	G25	0.2383443862
G5	G24	0.2383269519
G97	G50	0.2381975055
G74	G1	0.2381450832
G95	G75	0.2378014773
G23	G46	0.2374216467
G18	G83	0.2373876125
G69	G52	0.2369939685
G88	G15	0.2369685173
G11	G73	0.2369680107
G93	G54	0.2368171960
G6	G4	0.2368049771
G94	G52	0.2360459417
G62	G43	0.2357947081
G100	G10	0.2357491404
G98	G89	0.2355020642
G56	G35	0.2351280749
G7	G9	0.2351211458
G50	G1	0.2340193540
G86	G20	0.2338675410
G94	G50	0.2335594743
G22	G82	0.2332595289
G10	G48	0.2328939140
G59	G91	0.2328777313
G29	G82	0.2328673601
G48	G39	0.2327896804
G28	G82	0.2321258336
G69	G95	0.2320718169
G55	G31	0.2317067683
G88	G55	0.2315836251
G94	G44	0.2313158363
G22	G62	0.2310277075
G22	G90	0.2307119220
G23	G62	0.2303112000
G29	G86	0.2300290167
G33	G95	0.2299523950
G87	G15	0.2297761291
G46	G49	0.2292115241
G9	G35	0.2291847914
G26	G71	0.2290733606
G3	G43	0.2290411741
G77	G7	0.2285160869
G52	G35	0.2283624858
G44	G61	0.2281488031
G7	G48	0.2281475067
G19	G46	0.2281230837
G93	G76	0.2281004339
G48	G85	0.2279734015
G55	G42	0.2279277742
G81	G62	0.2279008180
G20	G98	0.2276455611
G24	G75	0.2276431918
G90	G55	0.2273428142
G65	G28	0.2272818387
G93	G11	0.2271251678
G31	G73	0.2269176394
G43	G60	0.2265876383
G65	G9	0.2265608162
G38	G59	0.2262366265
G10	G64	0.2261351943
G16	G90	0.2256831825
G64	G6	0.2254828066
G27	G62	0.2253401726
G24	G82	0.2249612957
G60	G35	0.2247990370
G20	G2	0.2246796787
G24	G83	0.2244479358
G75	G15	0.2243116945
G18	G90	0.2241241932
G4	G34	0.2237084955
G31	G66	0.2232652605
G59	G78	0.2231185734
G5	G43	0.2230612636
G38	G9	0.2229369730
G82	G87	0.2229031473
G25	G72	0.2226814479
G84	G7	0.2226687074
G11	G34	0.2222014517
G6	G55	0.2218662202
G12	G34	0.2217098624
G53	G85	0.2215506583
G9	G1	0.2212406248
G31	G75	0.2202137858
G9	G24	0.2197799832
G8	G95	0.2196281850
G47	G78	0.2195871770
G87	G17	0.2193517685
G58	G86	0.2189704478
G21	G45	0.2189052850
G98	G95	0.2188676596
G92	G44	0.2187323570
G48	G61	0.2179634571
G13	G46	0.2179234177
G55	G36	0.2174570858
G58	G59	0.2173819989
G64	G62	0.2173207700
G45	G47	0.2170669138
G74	G66	0.2169229388
G88	G74	0.2167752385
G43	G72	0.2166628391
G35	G100	0.2165298760
G6	G95	0.2165235281
G25	G27	0.2163585275
G60	G39	0.2162163258
G1	G20	0.2160635740
G51	G8	0.2160486728
G36	G93	0.2155925483
G68	G34	0.2152559906
G72	G86	0.2152361423
G32	G61	0.2151783854
G45	G8	0.2149716616
G23	G66	0.2145858258
G8	G32	0.2143635005
G62	G39	0.2141143680
G100	G81	0.2140590996
G65	G99	0.2138714045
G99	G95	0.2138401717
G3	G96	0.2136672288
G72	G27	0.2136199176
G95	G54	0.2133703679
G64	G51	0.2133262604
G47	G94	0.2130919993
G7	G74	0.2123727500
G28	G13	0.2122785747
G14	G38	0.2121985555
G54	G73	0.2121589929
G8	G38	0.2121346444
G22	G98	0.2121087462
G73	G15	0.2118664682
G19	G75	0.2115148753
G48	G16	0.2113627046
G61	G10	0.2112326473
G95	G9	0.2108400315
G38	G80	0.2107021362
G18	G48	0.2106077075
G94	G75	0.2106075436
G60	G85	0.2104305327
G16	G48	0.2103612125
G41	G88	0.2102571130
G15	G90	0.2101752758
G36	G80	0.2101029307
G100	G5	0.2099933326
G70	G47	0.2097545117
G7	G90	0.2095685452
G66	G16	0.2094949335
G37	G26	0.2092388421
G56	G78	0.2092325836
G85	G17	0.2087694705
G5	G93	0.2087200284
G40	G54	0.2082703412
G19	G71	0.2079422772
G95	G5	0.2079107910
G88	G92	0.2076148838
G9	G99	0.2073083520
G86	G68	0.2071653605
G81	G95	0.2069822103
G19	G2	0.2064255625
G86	G75	0.2062776685
G10	G25	0.2061657310
G31	G34	0.2054916471
G64	G8	0.2054728419
G72	G1	0.2052258700
G3	G95	0.2047600150
G30	G29	0.2045151591
G63	G16	0.2043687850
G15	G38	0.2041625530
G96	G27	0.2040510327
G60	G94	0.2040158510
G52	G72	0.2040094286
G7	G95	0.2040005326
G7	G70	0.2039148808
G31	G20	0.2038641721
G47	G11	0.2035402209
G49	G68	0.2031697631
G21	G60	0.2025931925
G46	G72	0.2021884918
G15	G93	0.2021666169
