G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000003	0.5370321	0.1763469	1.0000000	0.9999999	0.2981792	0.9944075	0.9999993	0.9013546	0.3708595
1.0000000	0.0000000	0.1763469	1.0000000	0.4353682	0.9921446	0.9990925	0.2135681	0.5582065	0.7928854
1.0000000	0.9369588	0.0000000	1.0000000	0.7540125	0.3137414	1.0000000	0.1673603	0.9921293	0.4267823
1.0000000	0.5051482	0.9999998	0.0000000	0.5990699	0.9443925	0.8565206	0.8380747	0.3971299	0.1613019
1.0000000	0.9280514	0.1763469	1.0000000	0.0000003	0.3217767	0.9990925	0.2135681	0.9828628	0.2969504
1.0000000	0.9280514	0.1763469	1.0000000	0.7515307	0.0000013	0.9990925	0.2135683	0.9828627	0.2969503
1.0000000	0.9280514	0.1763469	1.0000000	0.7515308	0.3217767	0.0000003	0.2135681	0.9828628	0.2969504
1.0000000	0.9280514	0.1763469	1.0000000	0.7515308	0.3217767	0.9990925	0.0000002	0.9828628	0.2969504
1.0000000	0.9280514	0.1763469	1.0000000	0.7515308	0.3217767	0.9990925	0.2135681	0.0000004	0.2969504
1.0000000	0.9280514	0.1763469	1.0000000	0.7515308	0.3217767	0.9990925	0.2135681	0.9828628	0.0000000
