G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.5000000	0.8505345	0.4419667	0.1637375	0.6934767	0.3539718	0.1191929	0.1031598	0.4783999	0.3315486
1.0000000	0.4762715	0.8956347	0.5099381	0.3451647	0.5548326	0.1021527	0.1116789	0.7878220	0.3070202
1.0000000	0.9525427	0.4478182	0.1677585	0.7463694	0.2661417	0.1138627	0.0931465	0.4583884	0.3124710
1.0000000	0.9525427	0.8956347	0.2549884	0.7275077	0.1166918	0.0668833	0.0691341	0.6749457	0.2236763
1.0000000	0.9525427	0.8956347	0.5099381	0.3637725	0.1166918	0.0668833	0.0691341	0.6749457	0.2236762
1.0000000	0.9525427	0.8956347	0.5099381	0.7275077	0.0583510	0.0668833	0.0691341	0.6749457	0.2236762
1.0000000	0.9525427	0.8956347	0.5099381	0.7275077	0.1166918	0.0334446	0.0691341	0.6749457	0.2236762
1.0000000	0.9525427	0.8956347	0.5099381	0.7275077	0.1166918	0.0668833	0.0345685	0.6749457	0.2236763
1.0000000	0.9525427	0.8956347	0.5099381	0.7275077	0.1166918	0.0668833	0.0691341	0.3374808	0.2236762
1.0000000	0.9525427	0.8956347	0.5099381	0.7275077	0.1166918	0.0668833	0.0691341	0.6749457	0.1118603
