G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.5000000	0.2307915	0.7374402	1.0000000	0.6008756	0.5553922	0.9536976	0.3606469	0.0017634	0.1317169
1.0000000	0.0711863	0.8830420	1.0000000	0.1868304	0.3099707	0.9794355	0.9128529	0.0017634	0.1317169
1.0000000	0.1423726	0.4407996	1.0000000	0.1853038	0.1888107	0.9794355	0.9128529	0.0017634	0.1317169
1.0000000	0.3705114	0.8754336	0.5000008	0.2354056	0.7937041	0.9539430	0.9149898	0.0044797	0.1572853
1.0000000	0.1423726	0.8815992	1.0000000	0.0926520	0.3526213	0.9794355	0.9128529	0.0017634	0.1317169
1.0000000	0.1423726	0.8815992	1.0000000	0.1853038	0.1763577	0.9794355	0.9128529	0.0017634	0.1317169
1.0000000	0.1423726	0.8815992	1.0000000	0.1853038	0.3526213	0.4897206	0.9128529	0.0017634	0.1317169
1.0000000	0.1423726	0.8815992	1.0000000	0.1853038	0.3526213	0.9794355	0.4566033	0.0017634	0.1317169
1.0000000	0.1423726	0.8815992	1.0000000	0.1853038	0.3526213	0.9794355	0.9128529	0.0008819	0.1317169
1.0000000	0.1423726	0.8815992	1.0000000	0.1853038	0.3526213	0.9794355	0.9128529	0.0017634	0.0658585
