G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.3350884	1.0000000	0.9981055	0.1222340	0.6720373	0.5800984	0.4957709	0.5158645	0.8272290	0.5236173
0.2186495	0.5000001	0.9768701	0.5796389	0.7178603	0.5741490	0.9577975	0.3387934	0.6899103	0.8873209
0.6701756	1.0000000	0.4991505	0.1222340	0.6720373	0.5839505	0.4957710	0.5158645	0.8272290	0.5236173
0.6701756	1.0000000	0.9981055	0.0611171	0.6851587	0.5800984	0.2239625	0.5158645	0.8272290	0.5236173
0.6701756	1.0000000	0.9981055	0.1222340	0.3360503	0.5800984	0.4957710	0.5158645	0.8272290	0.5236173
0.6701756	1.0000000	0.9981055	0.1222340	0.6720373	0.2900687	0.4957710	0.5158645	0.8272290	0.5236173
0.6701756	1.0000000	0.9981055	0.1222340	0.6720373	0.5800984	0.2478888	0.5158645	0.8272290	0.5236173
0.6701756	1.0000000	0.9981055	0.1222340	0.6720373	0.5800984	0.4957710	0.2579352	0.8272290	0.5236173
0.6701756	1.0000000	0.9981055	0.1222340	0.6720373	0.5800984	0.4957710	0.5158645	0.4136333	0.5236173
0.6701756	1.0000000	0.9981055	0.1222340	0.6720373	0.5800984	0.4957710	0.5158645	0.8272290	0.2618238
