G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.5000025	0.7355229	0.4236020	1.0000000	0.3803894	0.3196685	0.5935628	0.1764330	0.7770789	0.0024045
1.0000000	0.3246450	0.4087192	1.0000000	0.4328338	0.0554240	0.5939429	0.5804906	0.7733477	0.0315106
1.0000000	0.6492894	0.2043608	1.0000000	0.5342308	0.4448830	0.5939429	0.5804906	0.7733477	0.0035996
1.0000000	0.3701662	0.3736008	0.5000000	0.5332933	0.0854251	0.1091425	0.0496911	0.5359892	0.0213612
1.0000000	0.6492894	0.4087192	1.0000000	0.2671154	0.4448830	0.5939429	0.5804906	0.7733477	0.0035996
1.0000000	0.6492894	0.4087192	1.0000000	0.5342308	0.2224433	0.5939429	0.5804906	0.7733477	0.0035996
1.0000000	0.6492894	0.4087192	1.0000000	0.5342308	0.4448830	0.2969721	0.5804906	0.7733477	0.0035996
1.0000000	0.6492894	0.4087192	1.0000000	0.5342308	0.4448830	0.5939429	0.2902458	0.7733477	0.0035997
1.0000000	0.6492894	0.4087192	1.0000000	0.5342308	0.4448830	0.5939429	0.5804906	0.3867111	0.0035996
1.0000000	0.6492894	0.4087192	1.0000000	0.5342308	0.4448830	0.5939429	0.5804906	0.7733477	0.0018031
