G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.5000000	0.4396746	0.1441287	0.0478145	0.8551741	0.3478712	0.1786244	0.0139251	0.1212553	0.7484558
1.0000000	0.2965051	0.6621655	0.4683661	0.9321968	0.1401166	0.6043845	0.0866507	0.1210107	0.5537046
1.0000000	0.3148068	0.3310827	0.1009537	0.9107418	0.2818557	0.5061198	0.0452134	0.1210107	0.7361046
1.0000000	0.5930100	0.6621655	0.2342308	0.8750970	0.1401166	0.5362188	0.0866507	0.1210107	0.3130184
1.0000000	0.5930100	0.6621655	0.4683661	0.4375485	0.1401166	0.5362188	0.0866507	0.1210107	0.3130184
1.0000000	0.5930100	0.6621655	0.4683661	0.8750970	0.0700599	0.5362188	0.0866507	0.1210107	0.3130184
1.0000000	0.5930100	0.6621655	0.4683660	0.8750970	0.1401166	0.2681094	0.0866507	0.1210107	0.3130184
1.0000000	0.5930100	0.6621655	0.4683660	0.8750970	0.1401166	0.5362188	0.0433256	0.1210107	0.3130184
1.0000000	0.5930100	0.6621655	0.4683660	0.8750970	0.1401166	0.5362188	0.0866507	0.0605058	0.3130184
1.0000000	0.5930100	0.6621655	0.4683660	0.8750970	0.1401166	0.5362188	0.0866507	0.1210107	0.1565131
