G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000015	0.0615997	0.0686424	0.0642809	0.9976333	0.0165657	0.4242097	0.0316000	0.5944457	1.0000000
1.0000000	0.0000005	0.9993115	0.6543402	0.6308639	0.7090157	0.6739362	0.1390169	0.5484232	0.9998836
1.0000000	0.9729659	0.0000000	0.6543402	0.6308639	0.7090157	0.6739362	0.1390169	0.5484232	0.9998836
1.0000000	0.9729659	0.0686424	0.0000000	1.0000000	0.0165663	0.9115016	0.9145014	0.1954734	0.0368174
1.0000000	0.9729659	0.9993115	0.6543402	0.0000000	0.7090157	0.6739362	0.1390169	0.5484232	0.9998836
1.0000000	0.9729659	0.9993115	0.6543402	0.6308639	0.0000002	0.6739362	0.1390169	0.5484232	0.9998836
1.0000000	0.9729659	0.9993115	0.6543402	0.6308639	0.7090157	0.0000000	0.1390169	0.5484232	0.9998836
1.0000000	0.9729659	0.9993115	0.6543402	0.6308639	0.7090157	0.6739362	0.0000000	0.5484232	0.9998836
1.0000000	0.9729659	0.9993115	0.6543402	0.6308639	0.7090157	0.6739362	0.1390169	0.0000001	0.9998836
1.0000000	0.9729659	0.9993115	0.6543402	0.6308639	0.7090157	0.6739362	0.1390169	0.5484232	0.0000007
