G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.5000003	0.7613079	0.7441818	1.0000000	0.3848778	0.4301756	0.8522254	0.9999182	0.2764476	0.8022726
1.0000000	0.4042764	0.9583970	1.0000000	0.2730376	0.6998025	0.6453770	0.9999693	0.3120783	0.5660496
1.0000000	0.7164525	0.4791986	1.0000000	0.2730376	0.4007263	0.8314970	0.9999693	0.3120783	0.5660496
1.0000000	0.5372809	0.7335082	0.5000001	0.4330227	0.5780439	0.7275869	0.9993184	0.5811411	0.5660439
1.0000000	0.8085527	0.9583970	1.0000000	0.1365263	0.4334923	0.8712925	0.9999693	0.3120783	0.5660496
1.0000000	0.8085527	0.9583970	1.0000000	0.2730376	0.2167659	0.8712925	0.9999693	0.3120783	0.5660496
1.0000000	0.8085527	0.9583970	1.0000000	0.2730376	0.4334923	0.4356476	0.9999693	0.3120783	0.5660496
1.0000000	0.8085527	0.9583970	1.0000000	0.2730376	0.4334923	0.8712925	0.4999855	0.3120783	0.5660496
1.0000000	0.8085527	0.9583970	1.0000000	0.2730376	0.4334923	0.8712925	0.9999693	0.1560411	0.5660496
1.0000000	0.8085527	0.9583970	1.0000000	0.2730376	0.4334923	0.8712925	0.9999693	0.3120783	0.2830281
