G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.5000004	0.8650269	0.1763469	1.0000000	0.8962274	0.3500918	0.9982084	0.5775742	0.9796764	0.3031177
1.0000000	0.4640257	0.1763469	1.0000000	0.5812700	0.9651860	0.9990925	0.2135681	0.8422237	0.4023430
1.0000000	0.9365096	0.0881736	1.0000000	0.7538844	0.3141436	0.9999530	0.1762286	0.9915102	0.3622195
1.0000000	0.7020050	0.4439554	0.5000000	0.6783644	0.6755633	0.9633102	0.4681413	0.7665691	0.2034501
1.0000000	0.9280514	0.1763469	1.0000000	0.3757874	0.3217768	0.9990925	0.2135682	0.9828628	0.2969503
1.0000000	0.9280513	0.1763469	1.0000000	0.7515302	0.1609111	0.9990925	0.2135691	0.9828624	0.2969498
1.0000000	0.9280514	0.1763469	1.0000000	0.7515308	0.3217768	0.4995616	0.2135681	0.9828628	0.2969503
1.0000000	0.9280514	0.1763469	1.0000000	0.7515308	0.3217768	0.9990925	0.1067871	0.9828628	0.2969503
1.0000000	0.9280514	0.1763469	1.0000000	0.7515308	0.3217768	0.9990925	0.2135682	0.4914583	0.2969503
1.0000000	0.9280514	0.1763469	1.0000000	0.7515308	0.3217768	0.9990925	0.2135682	0.9828628	0.1484753
