G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	0.0021073	0.1291820	0.0302017	0.8138389	0.9999991	0.9017022	0.6346920	0.5292456	0.7636099
1.0000000	0.0000001	0.8956347	0.5099381	0.0659841	0.9999970	0.5696991	0.1422696	0.8485563	0.3900298
1.0000000	0.9525427	0.0000005	0.0227682	0.9999973	0.9999942	0.2350207	0.6496947	0.2900691	0.6774814
1.0000000	0.9525427	0.8956347	0.0000007	0.7275077	0.1166918	0.0668833	0.0691341	0.6749457	0.2236762
1.0000000	0.9525427	0.8956347	0.5099381	0.0000005	0.1166918	0.0668833	0.0691341	0.6749457	0.2236762
1.0000000	0.9525427	0.8956347	0.5099381	0.7275077	0.0000010	0.0668833	0.0691341	0.6749457	0.2236762
1.0000000	0.9525427	0.8956347	0.5099381	0.7275077	0.1166918	0.0000006	0.0691341	0.6749457	0.2236762
1.0000000	0.9525427	0.8956347	0.5099381	0.7275077	0.1166918	0.0668833	0.0000002	0.6749457	0.2236762
1.0000000	0.9525427	0.8956347	0.5099381	0.7275077	0.1166918	0.0668833	0.0691341	0.0000002	0.2236762
1.0000000	0.9525427	0.8956347	0.5099381	0.7275077	0.1166918	0.0668833	0.0691341	0.6749457	0.0000026
