G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	1.0000000	0.1031448	0.1553573	0.2882741	0.9280388	0.3115833	0.1174640	0.4420277	0.8676358
1.0000000	0.0000000	0.0656134	1.0000000	0.5761850	1.0000000	1.0000000	0.0950290	0.9999695	1.0000000
0.1177573	1.0000000	0.0000023	0.1553573	0.2882741	0.9280388	0.3115833	0.1174640	0.4420277	0.8676358
0.1177573	1.0000000	0.0656012	0.0000000	0.3323347	0.9999992	0.1932370	0.0950276	0.0493755	0.9999994
0.1177573	1.0000000	0.1031448	0.1553573	0.0000000	0.9280388	0.3115833	0.1174640	0.4420277	0.8676358
0.1177573	1.0000000	0.1031448	0.1553573	0.2882741	0.0000006	0.3115833	0.1174640	0.4420277	0.8676358
0.1177573	1.0000000	0.1031448	0.1553573	0.2882741	0.9280388	0.0000001	0.1174640	0.4420277	0.8676358
0.1177573	1.0000000	0.1031448	0.1553573	0.2882741	0.9280388	0.3115833	0.0000009	0.4420277	0.8676358
0.1177573	1.0000000	0.1031448	0.1553573	0.2882741	0.9280388	0.3115833	0.1174640	0.0000005	0.8676358
0.1177573	1.0000000	0.1031448	0.1553573	0.2882741	0.9280388	0.3115833	0.1174640	0.4420277	0.0000000
