G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	1.0000000	0.0136363	0.0450307	0.2686855	0.9999985	0.0011945	0.0077835	0.7917697	0.3971266
1.0000000	0.0000001	0.6621655	0.4683661	0.9925614	0.1401166	0.9838555	0.0866507	0.1210035	0.5998391
1.0000000	0.2449852	0.0000000	0.0450444	0.9274708	0.2916303	0.1412424	0.0077736	0.1210107	0.9680111
1.0000000	0.5930100	0.6621655	0.0000032	0.8750970	0.1401166	0.5362188	0.0866507	0.1210107	0.3130184
1.0000000	0.5930100	0.6621655	0.4683661	0.0000000	0.1401166	0.5362188	0.0866507	0.1210107	0.3130184
1.0000000	0.5930100	0.6621655	0.4683661	0.8750970	0.0000001	0.5362188	0.0866507	0.1210107	0.3130184
1.0000000	0.5930100	0.6621655	0.4683661	0.8750970	0.1401166	0.0000000	0.0866507	0.1210107	0.3130184
1.0000000	0.5930100	0.6621655	0.4683661	0.8750970	0.1401166	0.5362188	0.0000000	0.1210107	0.3130184
1.0000000	0.5930100	0.6621655	0.4683660	0.8750970	0.1401166	0.5362188	0.0866507	0.0000000	0.3130184
1.0000000	0.5930100	0.6621655	0.4683661	0.8750970	0.1401166	0.5362188	0.0866507	0.1210107	0.0000002
