G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000004	0.9156147	0.9721205	1.0000000	0.3207386	0.0076850	0.0133080	0.0227268	0.9999996	0.2462492
1.0000000	0.0000005	0.4087192	1.0000000	0.3614920	0.0076850	0.5939429	0.5804906	0.7733477	0.2565305
1.0000000	0.6492894	0.0000000	1.0000000	0.5342308	0.4448830	0.5939429	0.5804906	0.7733477	0.0035996
1.0000000	0.2456360	0.0037712	0.0000000	0.6290282	0.0240224	0.0133080	0.0227268	0.0787424	0.0667187
1.0000000	0.6492894	0.4087192	1.0000000	0.0000000	0.4448830	0.5939429	0.5804906	0.7733477	0.0035996
1.0000000	0.6492894	0.4087192	1.0000000	0.5342308	0.0000000	0.5939429	0.5804906	0.7733477	0.0035996
1.0000000	0.6492894	0.4087192	1.0000000	0.5342308	0.4448830	0.0000000	0.5804906	0.7733477	0.0035996
1.0000000	0.6492894	0.4087192	1.0000000	0.5342308	0.4448830	0.5939429	0.0000001	0.7733477	0.0035996
1.0000000	0.6492894	0.4087192	1.0000000	0.5342308	0.4448830	0.5939429	0.5804906	0.0000012	0.0035996
1.0000000	0.6492894	0.4087192	1.0000000	0.5342308	0.4448830	0.5939429	0.5804906	0.7733477	0.0000026
