G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.5000018	0.8824763	0.9775252	0.4014647	0.6184422	0.0667841	0.3315414	0.1791213	0.8979905	0.9996237
1.0000000	0.4864996	0.9993115	0.6543402	0.6308639	0.7090157	0.6739362	0.1390169	0.5484232	0.9998836
1.0000000	0.9729659	0.4996563	0.6543402	0.6308639	0.7090157	0.6739362	0.1390169	0.5484232	0.9998836
1.0000000	0.9729659	0.9942221	0.3271704	0.7924455	0.7008063	0.6766885	0.3613199	0.5449247	0.9993149
1.0000000	0.9729659	0.9993115	0.6543402	0.3154328	0.7090157	0.6739362	0.1390169	0.5484232	0.9998836
1.0000000	0.9729659	0.9993115	0.6543402	0.6308639	0.3545125	0.6739362	0.1390169	0.5484232	0.9998836
1.0000000	0.9729659	0.9993115	0.6543402	0.6308639	0.7090157	0.3369688	0.1390169	0.5484232	0.9998836
1.0000000	0.9729659	0.9993115	0.6543402	0.6308639	0.7090157	0.6739362	0.0695084	0.5484232	0.9998836
1.0000000	0.9729659	0.9993115	0.6543402	0.6308639	0.7090157	0.6739362	0.1390169	0.2742217	0.9998836
1.0000000	0.9729659	0.9993115	0.6543402	0.6308639	0.7090157	0.6739362	0.1390169	0.5484232	0.4999588
