G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.4647753	0.7393979	0.3138130	0.1304074	0.5747161	0.2987946	0.1065325	0.1295832	0.4121883	0.2910824
0.8325796	0.3964068	0.6636508	0.4679070	0.3471225	0.3351227	0.0427957	0.0952498	0.6849923	0.2396822
0.7095831	0.9176581	0.4083035	0.1975284	0.7707704	0.1899932	0.1386667	0.0491668	0.3714337	0.3960301
0.7181633	0.8488319	0.7397847	0.2322928	0.5548921	0.1276069	0.0681906	0.0508474	0.7691463	0.1412192
0.9066614	0.8936650	0.7034253	0.4829957	0.3513430	0.0968079	0.0655714	0.0797947	0.5996114	0.2438053
1.0000000	0.8892582	0.7777016	0.4743533	0.6092498	0.0687845	0.0453922	0.0581428	0.5966819	0.1887839
0.7676621	0.8363300	0.6918314	0.3595349	0.6736835	0.0892011	0.0288124	0.0528863	0.6482883	0.2872278
0.7306901	0.6820860	0.7834228	0.3570546	0.8460031	0.1175338	0.0303228	0.0507584	0.5260913	0.1223471
0.7955400	0.7805111	0.8648624	0.4486456	0.8036712	0.1493245	0.0565429	0.0512523	0.2885666	0.1810208
0.6823084	0.7961553	0.7179152	0.5085896	0.4972395	0.1505358	0.0762704	0.0967415	0.6817676	0.1107368
