G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.3661422	0.5600615	0.6167517	0.6944908	0.3194517	0.2989367	0.6925153	0.9416949	0.2365749	0.6544049
0.7984006	0.3613296	0.8696502	0.8374365	0.2561349	0.6270956	0.5631378	0.9416427	0.2053451	0.5909882
0.7520628	0.6297552	0.3790358	0.7774659	0.2366564	0.2583783	0.6616468	0.6498725	0.3189141	0.3620251
0.6978649	0.4952497	0.5757226	0.4112779	0.3947523	0.4261064	0.5134446	0.7446512	0.5220683	0.4540559
0.6375457	0.7710708	1.0000000	0.9189959	0.1113331	0.2248159	0.7159175	0.7835060	0.2466150	0.3996570
0.8157948	0.5876329	0.6077042	0.7652295	0.2529271	0.1542233	0.7435268	0.9221136	0.2327087	0.4166019
0.7999806	0.7805975	0.6863096	0.7364978	0.2515646	0.4036975	0.3160563	0.7627071	0.2368796	0.4183550
0.7411541	0.4930469	0.8581045	0.9148292	0.2258962	0.3795475	0.7296110	0.3886955	0.3757045	0.5193065
0.6748407	0.4763395	0.7485543	0.6887734	0.1447875	0.4575037	0.6073103	0.7753093	0.1274817	0.4416296
0.7762291	0.5475856	0.7207691	0.8246634	0.3091777	0.2595251	0.7247615	0.8292633	0.2420712	0.2834954
