G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	0.5574203	0.7351302	0.8532087	0.4126954	0.0092434	0.0440604	0.0091842	0.8816796	0.2014362
0.6192675	0.0000000	0.3781971	0.9047454	0.2990500	0.0021752	0.5112417	0.4390647	0.6815417	0.2157220
1.0000000	0.5448106	0.0000000	0.6569352	0.2943732	0.4294329	0.5528628	0.4044042	0.5437114	0.0163987
0.8987592	0.2142483	0.0034298	0.0000000	0.4935361	0.0582961	0.0082509	0.0191685	0.1614840	0.0468980
0.8375931	0.6871688	0.3329225	0.7914824	0.0000000	0.2873540	0.6015855	0.5419417	0.7248388	0.0038726
0.8424586	0.6236626	0.2808519	0.8824650	0.4309047	0.0000000	0.4504899	0.5554842	0.5702220	0.0153503
0.9039147	0.5728212	0.2999603	0.8097358	0.3983185	0.2986139	0.0000000	0.4308962	0.6400343	0.0073523
0.9101976	0.4898037	0.3276773	0.6905609	0.4337288	0.3847194	0.3879778	0.0000000	0.5924789	0.0008910
0.7663660	0.4452788	0.3070299	0.7553870	0.4362102	0.3136345	0.3278691	0.4620473	0.0000000	0.0080647
0.8381862	0.5467214	0.2891972	0.9462548	0.4539364	0.4932465	0.5394878	0.6515860	0.6105045	0.0000000
