G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	0.4310002	0.2117169	0.8054683	0.3292222	0.5742505	0.6388343	0.0846189	0.0002246	0.1223719
0.8640330	0.0000000	0.6855963	0.8891680	0.2315412	0.2975279	0.8866943	0.8252418	0.0106665	0.1236373
0.7921800	0.1238502	0.0000000	0.7771048	0.2659333	0.0738541	0.7864914	0.6942807	0.0003219	0.1237130
0.8259308	0.6602626	0.6667782	0.0000000	0.1129544	0.6244555	0.5034012	0.7966793	0.8259086	0.8497094
0.6782229	0.1102836	0.7809093	0.8202580	0.0000000	0.2673953	0.6539735	0.7386643	0.0022908	0.0993450
0.9590077	0.1100098	0.7253922	0.7956510	0.1902604	0.0000000	0.9065842	0.7713093	0.0005611	0.0988580
0.9304156	0.1862414	0.7174938	0.8310142	0.1456687	0.2693112	0.0000000	0.8334528	0.0065804	0.1516672
0.9186335	0.1404059	0.7303696	0.8055772	0.1397712	0.3630927	0.8727475	0.0000000	0.0019353	0.0870322
0.9000394	0.1129065	0.6499664	0.9961597	0.1112233	0.2665912	0.8902036	0.7796345	0.0000000	0.1119601
0.7640996	0.0963778	0.8616870	0.7332255	0.2019665	0.3459241	0.7850316	0.8213253	0.0009812	0.0000000
