G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.4042205	0.6901504	0.6203137	0.7295825	0.8014253	0.1762038	0.6837479	0.3704101	0.3092161	0.6451884
0.7025855	0.4893925	0.4496027	0.8428456	0.7985325	0.2336369	0.3186092	0.3844307	0.0447169	0.7121735
0.6736305	0.9257502	0.2422803	0.7046121	1.0000000	0.2719868	0.4722466	0.6813599	0.1401649	0.9966933
0.8274267	0.7434824	0.4606163	0.3301012	0.7296310	0.1323913	0.6324927	0.3783438	0.4413918	0.4653645
0.8863622	0.7997681	0.6683777	0.6766958	0.4432335	0.2353885	0.5230291	0.5164389	0.4245732	0.6230356
0.7590275	0.9594546	0.5121892	0.7206567	0.8884305	0.2189198	0.5721194	0.3938817	0.4640223	0.6958532
0.7156931	0.8379651	0.4729328	0.6826999	0.8323473	0.2057299	0.3380845	0.3271192	0.4153477	0.5773032
0.7571136	0.7372924	0.4556937	0.8654499	0.6700983	0.2583601	0.4621534	0.2819964	0.4435365	0.6049416
0.8788323	0.8649103	0.5359310	0.9549127	0.8264326	0.2122355	0.5669344	0.4073670	0.2352585	0.4979371
0.7497733	0.7801137	0.5063835	0.9455104	0.7758213	0.3009450	0.4270141	0.4991490	0.3057693	0.2862977
