G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	0.0390522	0.0319642	0.0499839	0.8812831	0.0151993	0.4369733	0.0243163	0.3167771	0.8389364
0.8919620	0.0000000	0.8008040	0.4850054	0.4406056	0.6466159	0.5826674	0.1120086	0.4760771	0.8761578
0.8267701	0.8207668	0.0000000	0.5367706	0.4885539	0.5376065	0.5474892	0.0540862	0.6121952	0.7375620
0.8622360	0.7156644	0.0697734	0.0000000	0.7835487	0.0114937	0.7469506	0.7285148	0.1608287	0.0197036
0.9382696	0.8646176	0.6994666	0.5011047	0.0000000	0.5111221	0.4667253	0.0802970	0.3856367	0.8226757
0.7438600	0.8088531	0.8115160	0.4978748	0.5380782	0.0000000	0.5842238	0.1262013	0.4096364	0.7993178
0.7799562	0.8037330	0.7837146	0.5175616	0.5492791	0.4985058	0.0000000	0.1574509	0.5365027	0.7759803
0.8060803	0.7353305	0.9786819	0.5392104	0.5410294	0.6346007	0.4482713	0.0000000	0.4592137	0.8570648
0.6804411	0.7905321	0.8969286	0.5117437	0.5227042	0.5181861	0.5125328	0.0990878	0.0000000	0.7946215
0.7266805	0.8110141	0.7108009	0.4448253	0.5091950	0.4246966	0.4922809	0.1029228	0.4187526	0.0000000
