G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	0.8495051	0.7771023	0.0707151	0.5658069	0.6449931	0.5064813	0.3927592	0.7535981	0.4251701
0.0970348	0.0000000	0.1116608	0.8103443	0.6411389	0.3324906	0.8470825	0.0366430	0.0709961	0.9561915
0.7736846	0.8023423	0.0000000	0.1101853	0.5533763	0.9150156	0.4683681	0.4819495	0.7398459	0.2898557
0.5419000	0.8321603	0.7498050	0.0000000	0.5457357	0.5700704	0.0719489	0.4659965	0.6795829	0.4979323
0.5589607	0.8921947	0.7902752	0.1284712	0.0000000	0.5318074	0.3562196	0.4380099	0.7290426	0.4231200
0.5113210	0.7099560	0.7951966	0.1566348	0.6474715	0.0000000	0.5235431	0.4641323	0.6046242	0.4291565
0.6436713	0.8741877	0.7799998	0.0607946	0.5065574	0.4520373	0.0000000	0.4658865	0.7072739	0.4893841
0.6108304	0.9338778	0.8728571	0.1292648	0.5778259	0.4848653	0.4614153	0.0000000	0.6975680	0.4276901
0.6015185	0.8958684	0.9775365	0.0998056	0.6439062	0.5141514	0.3467685	0.4165291	0.0000000	0.3778550
0.6283518	0.7896732	0.7568773	0.0937348	0.5992630	0.4294859	0.5436867	0.4373333	0.5253685	0.0000000
