G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.3842466	0.2687836	0.6981665	0.7869152	0.5708144	0.5171478	0.7739199	0.2864706	0.0018938	0.1345198
0.9411796	0.0402782	0.7593991	0.8078639	0.2170741	0.2431426	0.8382540	0.8405340	0.0035713	0.0996453
0.8508485	0.1225942	0.3691070	0.8191618	0.1549640	0.1946069	0.8646113	0.7496277	0.0100655	0.0941606
0.8010183	0.3010389	0.7471920	0.3217580	0.1887898	0.4760563	0.8215048	0.7918232	0.0018138	0.1174051
0.8624032	0.0528293	0.7041032	1.0000000	0.0262496	0.2322850	0.7400550	0.7291392	0.0002675	0.0745739
0.9425559	0.1165487	0.7765383	0.8559756	0.1593678	0.2607205	0.9124046	0.6591538	0.0028896	0.1072529
0.6924910	0.1219825	0.6152920	0.7886512	0.1705682	0.3046454	0.3820246	0.7130741	0.0003362	0.1022688
0.7511923	0.1515421	0.7160730	0.9189657	0.1898662	0.3285475	0.6857437	0.2996559	0.0064837	0.0995874
0.8721316	0.1819647	0.6927824	0.7367447	0.1929259	0.5105688	0.7373071	0.7586956	0.0021888	0.1755579
0.9714276	0.1477979	0.6480758	0.7636641	0.1178073	0.2559475	0.8892873	0.7214766	0.0007972	0.0452598
